Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Elevated error rate impacting ChatGPT,https://status.openai.com/incidents/j2zghg28tgl5,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 08, 2024 - 00:12 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates have normalized and we are monitoring actively for any additional issues."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 07, 2024 - 19:26 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""ChatGPT is currently experiencing an elevated error rate."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 07, 2024 - 18:35 PST""}]",This incident affected: ChatGPT.
Elevated API error rates,https://status.openai.com/incidents/9kmhcgh5zfc0,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We experienced elevated API errors between 4:13 - 4:19 PST / 12:13 - 12:19 UTC. We have deployed a fix and this incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 07, 2024 - 16:30 PST""}]",This incident affected: API.
Elevated error rate impacting ChatGPT,https://status.openai.com/incidents/r2vrysp441yc,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 21:07 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 14:59 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""ChatGPT is currently experiencing an elevated error rate."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 14:27 PST""}]",This incident affected: ChatGPT.
Elevated error rate across API endpoints,https://status.openai.com/incidents/8dpb195tp2tp,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 04:46 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 02:53 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 01:41 PST""}]",This incident affected: API.
Delays while processing fine-tuning jobs / spike in job errors,https://status.openai.com/incidents/x6txscwvw8j9,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 02:48 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates for jobs are still elevated but dropped. The job queue is backed up still but emptying quickly. Queue wait time is ~1 hour"", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 02:37 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We experienced a large spike in errors for actively running fine-tuning jobs. The errors have been mitigated but there is now a backlog in jobs to be processed."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 01:36 PST""}]",This incident affected: API.
Elevated error rate on Assistants API,https://status.openai.com/incidents/w0q8rkhbyfpd,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 01:00 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 06, 2024 - 00:55 PST""}]",This incident affected: API.
DALL-E API seeing increased errors,https://status.openai.com/incidents/g00cfglc6l7f,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 20:36 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates have normalized and we are monitoring actively for any additional issues."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 20:15 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""The DALL-E API is seeing increased errors from 6:35 pm PT. We are currently investigating."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 19:10 PST""}]",This incident affected: API.
Elevated rate of request timeouts in Assistants API,https://status.openai.com/incidents/4xc1wqft73w8,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 14:29 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 13:13 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 04, 2024 - 09:54 PST""}]",This incident affected: API.
Elevated Error Rate on GPT-3.5-Turbo-0125 Fine Tuned Models,https://status.openai.com/incidents/xyhsgz91y269,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Error rates have returned to near zero and the fix has been completely deployed"", ""Update_Timestamp"": ""Posted 6 months ago. Mar 01, 2024 - 19:05 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and deployed. Error rates are still slightly elevated, but are dropping quickly. We expect service performance to return to normal within 30 minutes."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 01, 2024 - 18:56 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are experiencing significantly elevated error rates and timeouts for requests made to gpt-3.5-turbo-0125 fine tuned models."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 01, 2024 - 18:39 PST""}]",This incident affected: API.
Elevated error rates on Assistants API,https://status.openai.com/incidents/v2rthv2f43qd,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 01, 2024 - 13:21 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 01, 2024 - 12:52 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 01, 2024 - 12:07 PST""}]",This incident affected: API.
