Date,Outage_Color,Incidents,Service,incident_count,partial_outage_flag,partial_outage_minutes,major_outage_flag,major_outage_minutes,outage_flag,total_outage_minutes,scaled_total_outage_minutes,outage_impact_level,provider
2023-02-23,#e8690d,"[{'Incident_Title': 'Outage on multiple models', 'Incident_Link': 'https://status.openai.com/incidents/s29fb94kx5q7'}]",api,1,0,0,1,34,1,34,34.0,2,openai
2023-02-24,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2023-02-25,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2023-02-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2023-02-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2023-02-28,#e86b0b,"[{'Incident_Title': 'Outage on DALL·E API and text-davinci-003', 'Incident_Link': 'https://status.openai.com/incidents/7wrs0psqdl15'}]",api,1,1,57,1,16,2,73,33.099999999999994,2,openai
2022-09-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-04,#8ea857,"[{'Incident_Title': 'Elevated errors on some Curie models', 'Incident_Link': 'https://status.openai.com/incidents/7ctmj1q7p0vm'}]",api,1,1,7,0,0,1,7,2.1,1,openai
2022-09-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-06,#beaa47,"[{'Incident_Title': 'Increased latencies, failures in text-davinci-002', 'Incident_Link': 'https://status.openai.com/incidents/98p2cpwbwxnq'}]",api,1,1,34,0,0,1,34,10.2,1,openai
2022-09-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-13,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-16,#10a37f,"[{'Incident_Title': 'Partial degradation of finetuned models outputs', 'Incident_Link': 'https://status.openai.com/incidents/0dnn5yfxvk6d'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-09-17,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-18,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-19,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-20,#10a37f,"[{'Incident_Title': 'Elevated 400 errors on requests with suffix parameter set', 'Incident_Link': 'https://status.openai.com/incidents/vwd8zncpm96w'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-09-21,#10a37f,"[{'Incident_Title': 'Partial Outage on Account Management', 'Incident_Link': 'https://status.openai.com/incidents/mmp1ph8sp9j2'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-09-22,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-23,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-24,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-25,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-26,#94a855,"[{'Incident_Title': 'Outage on some davinci models', 'Incident_Link': 'https://status.openai.com/incidents/rh00pyzkt4h9'}]",api,1,1,10,0,0,1,10,3.0,1,openai
2022-09-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-28,#b7aa4a,"[{'Incident_Title': 'Error responses from Content Filter', 'Incident_Link': 'https://status.openai.com/incidents/m52xd9lt7kkd'}]",api,1,1,30,0,0,1,30,9.0,1,openai
2022-09-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-09-30,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-06,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-13,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-16,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-17,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-18,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-19,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-20,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-21,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-22,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-23,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-24,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-25,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-27,#97a854,"[{'Incident_Title': 'Outage on some Curie models', 'Incident_Link': 'https://status.openai.com/incidents/ldgr8phtyx5v'}]",api,1,1,12,0,0,1,12,3.5999999999999996,1,openai
2022-10-28,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-30,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-10-31,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-06,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-11,#10a37f,"[{'Incident_Title': 'Elevated latency + error rate on Image APIs', 'Incident_Link': 'https://status.openai.com/incidents/8fzpls5z3pyv'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-11-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-13,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-16,#10a37f,"[{'Incident_Title': 'Elevated latency + error rate on some models', 'Incident_Link': 'https://status.openai.com/incidents/b3v85ygc88dh'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-11-17,#e4ab3b,"[{'Incident_Title': 'Outage for text-davinci-002', 'Incident_Link': 'https://status.openai.com/incidents/syxvnwvys0jw'}]",api,1,1,57,0,0,1,57,17.099999999999998,1,openai
2022-11-18,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-19,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-20,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-21,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-22,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-23,#10a37f,"[{'Incident_Title': 'Elevated errors on Image and Moderation APIs', 'Incident_Link': 'https://status.openai.com/incidents/sdnrfjf2yytz'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-11-24,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-25,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-28,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-11-30,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-03,#c0aa47,"[{'Incident_Title': 'Degradation in serving fine tuned models.', 'Incident_Link': 'https://status.openai.com/incidents/4cmnntq2t89y'}]",api,1,1,36,0,0,1,36,10.799999999999999,1,openai
2022-06-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-06,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-13,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-16,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-17,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-18,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-19,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-20,#8aa858,"[{'Incident_Title': 'Base babbage model currently down', 'Incident_Link': 'https://status.openai.com/incidents/2bxby42r6wv4'}]",api,1,1,4,0,0,1,4,1.2,1,openai
2022-06-21,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-22,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-23,#ef4146,[],api,0,1,304,1,60,2,364,151.2,4,openai
2022-06-24,#ef4146,"[{'Incident_Title': 'Cluster Outage', 'Incident_Link': 'https://status.openai.com/incidents/7h9pjy5d1lz5'}]",api,1,1,390,0,0,1,390,117.0,4,openai
2022-06-25,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-28,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-06-30,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-06,#d7ab3f,"[{'Incident_Title': 'Outage on some Ada and Babbage models', 'Incident_Link': 'https://status.openai.com/incidents/qz0h6b7jw268'}]",api,1,1,49,0,0,1,49,14.7,1,openai
2022-07-07,#10a37f,"[{'Incident_Title': 'Outage on some Ada and Babbage models', 'Incident_Link': 'https://status.openai.com/incidents/qz0h6b7jw268'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-07-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-13,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-16,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-17,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-18,#10a37f,"[{'Incident_Title': 'Authentication outage', 'Incident_Link': 'https://status.openai.com/incidents/x7ypskmhwdmj'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-07-19,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-20,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-21,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-22,#9ea951,"[{'Incident_Title': 'Error responses for curie fine-tuned models', 'Incident_Link': 'https://status.openai.com/incidents/0vbqdb8gmyvy'}]",api,1,1,16,0,0,1,16,4.8,1,openai
2022-07-23,#10a37f,"[{'Incident_Title': 'Error responses for curie fine-tuned models', 'Incident_Link': 'https://status.openai.com/incidents/0vbqdb8gmyvy'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-07-24,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-25,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-28,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-30,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-07-31,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-06,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-13,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-16,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-17,#baaa49,"[{'Incident_Title': 'Elevated errors on fine-tuned Babbage models', 'Incident_Link': 'https://status.openai.com/incidents/sb9nhynw9jjf'}]",api,1,1,32,0,0,1,32,9.6,1,openai
2022-08-18,#ee8d20,"[{'Incident_Title': 'Elevated errors on some davinci models', 'Incident_Link': 'https://status.openai.com/incidents/xplpszlpsh5j'}]",api,1,1,87,0,0,1,87,26.099999999999998,2,openai
2022-08-19,#ef4146,"[{'Incident_Title': 'Outage on All Endpoints', 'Incident_Link': 'https://status.openai.com/incidents/ljkf68byn8bm'}]",api,1,0,0,1,83,1,83,83.0,4,openai
2022-08-20,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-21,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-22,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-23,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-24,#10a37f,"[{'Incident_Title': 'Partial Outage on Account Management', 'Incident_Link': 'https://status.openai.com/incidents/nkbpzgdp4sh5'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-08-25,#ef4146,"[{'Incident_Title': 'Outage in text-davinci-002', 'Incident_Link': 'https://status.openai.com/incidents/56m9dhrdmzq6'}]",api,1,1,43,1,55,2,98,67.9,4,openai
2022-08-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-28,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-08-30,#b0a94c,"[{'Incident_Title': 'Partial outage in some ada, davinci models', 'Incident_Link': 'https://status.openai.com/incidents/ydpd7d9v63r7'}]",api,1,1,26,0,0,1,26,7.8,1,openai
2022-08-31,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-06,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-13,#10a37f,"[{'Incident_Title': 'Degraded API Performance', 'Incident_Link': 'https://status.openai.com/incidents/y25mr50w80df'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-03-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-16,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-17,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-18,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-19,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-20,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-21,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-22,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-23,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-24,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-25,#10a37f,"[{'Incident_Title': 'Degraded Fine-tune Model Performance', 'Incident_Link': 'https://status.openai.com/incidents/xmbcbch07pnp'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-03-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-28,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-30,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-03-31,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-06,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-13,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-16,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-17,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-18,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-19,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-20,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-21,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-22,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-23,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-24,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-25,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-28,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-04-30,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-06,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-13,#ecac39,"[{'Incident_Title': 'Partial outage on fine-tuned davinci models', 'Incident_Link': 'https://status.openai.com/incidents/207xg6548byf'}]",api,1,1,61,0,0,1,61,18.3,1,openai
2022-05-14,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-15,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-16,#10a37f,"[{'Incident_Title': 'Degradation Across All API Endpoints', 'Incident_Link': 'https://status.openai.com/incidents/qmq4pfs877z0'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-05-17,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-18,#10a37f,"[{'Incident_Title': 'Degraded API performance', 'Incident_Link': 'https://status.openai.com/incidents/4v96nl1gwmlc'}]",api,1,0,0,0,0,0,0,0.0,0,openai
2022-05-19,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-20,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-21,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-22,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-23,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-24,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-25,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-26,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-27,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-28,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-29,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-30,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2022-05-31,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-01,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-02,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-03,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-04,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-05,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-06,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-07,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-08,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-09,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-10,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-11,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-12,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
2021-12-13,#10a37f,[],api,0,0,0,0,0,0,0,0.0,0,openai
